DateTime, Sensor, Temperature (Celcius), Relative Humidity (%), Pressure (hPa), Light (lx)
2018-05-24 00:00:04 +0800, BME280|BH1750FVI, 26.94, 75.93, 1008.73, 0
2018-05-24 00:00:13 +0800, BME280|BH1750FVI, 26.92, 75.51, 1008.69, 0
2018-05-24 00:00:20 +0800, BME280|BH1750FVI, 26.89, 75.45, 1008.70, 0
2018-05-24 00:00:27 +0800, BME280|BH1750FVI, 26.86, 75.70, 1008.69, 0
2018-05-24 00:00:34 +0800, BME280|BH1750FVI, 26.86, 75.90, 1008.73, 0
2018-05-24 00:00:41 +0800, BME280|BH1750FVI, 26.86, 76.09, 1008.71, 0
2018-05-24 00:00:49 +0800, BME280|BH1750FVI, 26.89, 76.22, 1008.68, 0
2018-05-24 00:00:57 +0800, BME280|BH1750FVI, 26.89, 75.57, 1008.67, 0
2018-05-24 00:01:04 +0800, BME280|BH1750FVI, 26.87, 75.50, 1008.71, 0
2018-05-24 00:01:11 +0800, BME280|BH1750FVI, 26.84, 75.70, 1008.71, 0
2018-05-24 00:01:18 +0800, BME280|BH1750FVI, 26.78, 75.90, 1008.75, 0
2018-05-24 00:01:25 +0800, BME280|BH1750FVI, 26.71, 76.10, 1008.69, 0
2018-05-24 00:01:33 +0800, BME280|BH1750FVI, 26.66, 76.38, 1008.71, 0
2018-05-24 00:01:40 +0800, BME280|BH1750FVI, 26.65, 76.79, 1008.73, 0
2018-05-24 00:01:47 +0800, BME280|BH1750FVI, 26.67, 76.87, 1008.70, 0
2018-05-24 00:01:54 +0800, BME280|BH1750FVI, 26.69, 76.84, 1008.70, 0
2018-05-24 00:02:01 +0800, BME280|BH1750FVI, 26.72, 76.65, 1008.74, 0
2018-05-24 00:02:10 +0800, BME280|BH1750FVI, 26.76, 76.64, 1008.74, 0
2018-05-24 00:02:17 +0800, BME280|BH1750FVI, 26.74, 76.31, 1008.74, 0
2018-05-24 00:02:24 +0800, BME280|BH1750FVI, 26.70, 76.35, 1008.73, 0
2018-05-24 00:02:31 +0800, BME280|BH1750FVI, 26.68, 76.53, 1008.70, 0
2018-05-24 00:02:38 +0800, BME280|BH1750FVI, 26.67, 76.46, 1008.69, 0
2018-05-24 00:02:45 +0800, BME280|BH1750FVI, 26.65, 76.51, 1008.74, 0
2018-05-24 00:02:53 +0800, BME280|BH1750FVI, 26.64, 77.01, 1008.73, 0
2018-05-24 00:03:00 +0800, BME280|BH1750FVI, 26.65, 77.05, 1008.71, 0
2018-05-24 00:03:11 +0800, BME280|BH1750FVI, 26.67, 76.88, 1008.71, 0
2018-05-24 00:03:18 +0800, BME280|BH1750FVI, 26.68, 76.54, 1008.72, 0
2018-05-24 00:03:25 +0800, BME280|BH1750FVI, 26.65, 76.39, 1008.73, 0
2018-05-24 00:03:33 +0800, BME280|BH1750FVI, 26.59, 76.63, 1008.75, 0
2018-05-24 00:03:40 +0800, BME280|BH1750FVI, 26.55, 76.74, 1008.75, 0
2018-05-24 00:03:47 +0800, BME280|BH1750FVI, 26.50, 76.85, 1008.75, 0
2018-05-24 00:03:54 +0800, BME280|BH1750FVI, 26.47, 77.01, 1008.77, 0
2018-05-24 00:04:01 +0800, BME280|BH1750FVI, 26.46, 77.32, 1008.74, 0
2018-05-24 00:04:10 +0800, BME280|BH1750FVI, 26.49, 77.90, 1008.74, 0
2018-05-24 00:04:17 +0800, BME280|BH1750FVI, 26.52, 77.20, 1008.73, 0
2018-05-24 00:04:24 +0800, BME280|BH1750FVI, 26.52, 76.91, 1008.71, 0
2018-05-24 00:04:31 +0800, BME280|BH1750FVI, 26.50, 76.76, 1008.72, 0
2018-05-24 00:04:38 +0800, BME280|BH1750FVI, 26.48, 76.81, 1008.73, 0
2018-05-24 00:04:45 +0800, BME280|BH1750FVI, 26.46, 77.17, 1008.71, 0
2018-05-24 00:04:53 +0800, BME280|BH1750FVI, 26.48, 77.52, 1008.74, 0
2018-05-24 00:05:00 +0800, BME280|BH1750FVI, 26.52, 77.66, 1008.72, 0
2018-05-24 00:05:08 +0800, BME280|BH1750FVI, 26.56, 77.67, 1008.73, 0
2018-05-24 00:05:15 +0800, BME280|BH1750FVI, 26.61, 77.23, 1008.71, 0
2018-05-24 00:05:22 +0800, BME280|BH1750FVI, 26.66, 77.28, 1008.71, 0
2018-05-24 00:05:30 +0800, BME280|BH1750FVI, 26.71, 76.68, 1008.70, 0
2018-05-24 00:05:37 +0800, BME280|BH1750FVI, 26.72, 76.60, 1008.71, 0
2018-05-24 00:05:44 +0800, BME280|BH1750FVI, 26.75, 76.52, 1008.70, 0
2018-05-24 00:05:51 +0800, BME280|BH1750FVI, 26.78, 76.76, 1008.73, 0
2018-05-24 00:05:58 +0800, BME280|BH1750FVI, 26.82, 76.48, 1008.67, 0
2018-05-24 00:06:05 +0800, BME280|BH1750FVI, 26.86, 76.32, 1008.67, 0
2018-05-24 00:06:14 +0800, BME280|BH1750FVI, 26.88, 75.85, 1008.66, 0
2018-05-24 00:06:21 +0800, BME280|BH1750FVI, 26.90, 75.65, 1008.64, 0
2018-05-24 00:06:28 +0800, BME280|BH1750FVI, 26.91, 75.46, 1008.70, 0
2018-05-24 00:06:35 +0800, BME280|BH1750FVI, 26.92, 75.94, 1008.65, 0
