DateTime, Sensor, Temperature (Celcius), Relative Humidity (%), Pressure (hPa), Light (lx)
2018-09-10 00:00:07 +0800, BME280|BH1750FVI, 23.25, 100.00, 1010.60, 0
2018-09-10 00:00:15 +0800, BME280|BH1750FVI, 23.25, 100.00, 1010.66, 0
2018-09-10 00:00:22 +0800, BME280|BH1750FVI, 23.24, 100.00, 1010.64, 0
2018-09-10 00:00:29 +0800, BME280|BH1750FVI, 23.23, 100.00, 1010.67, 0
2018-09-10 00:00:37 +0800, BME280|BH1750FVI, 23.21, 100.00, 1010.65, 0
2018-09-10 00:00:44 +0800, BME280|BH1750FVI, 23.20, 100.00, 1010.62, 0
2018-09-10 00:00:53 +0800, BME280|BH1750FVI, 23.20, 100.00, 1010.65, 0
2018-09-10 00:01:00 +0800, BME280|BH1750FVI, 23.19, 100.00, 1010.63, 0
2018-09-10 00:01:08 +0800, BME280|BH1750FVI, 23.18, 100.00, 1010.64, 0
2018-09-10 00:01:15 +0800, BME280|BH1750FVI, 23.17, 100.00, 1010.70, 0
2018-09-10 00:01:22 +0800, BME280|BH1750FVI, 23.17, 100.00, 1010.68, 0
2018-09-10 00:01:31 +0800, BME280|BH1750FVI, 23.16, 100.00, 1010.60, 0
2018-09-10 00:01:39 +0800, BME280|BH1750FVI, 23.15, 100.00, 1010.63, 0
2018-09-10 00:01:46 +0800, BME280|BH1750FVI, 23.14, 100.00, 1010.63, 0
2018-09-10 00:01:53 +0800, BME280|BH1750FVI, 23.13, 100.00, 1010.61, 0
2018-09-10 00:02:01 +0800, BME280|BH1750FVI, 23.13, 100.00, 1010.58, 0
2018-09-10 00:02:08 +0800, BME280|BH1750FVI, 23.12, 100.00, 1010.61, 0
2018-09-10 00:02:17 +0800, BME280|BH1750FVI, 23.12, 100.00, 1010.62, 0
2018-09-10 00:02:24 +0800, BME280|BH1750FVI, 23.11, 100.00, 1010.60, 0
2018-09-10 00:02:31 +0800, BME280|BH1750FVI, 23.12, 100.00, 1010.61, 0
2018-09-10 00:02:39 +0800, BME280|BH1750FVI, 23.12, 100.00, 1010.66, 0
2018-09-10 00:02:46 +0800, BME280|BH1750FVI, 23.12, 100.00, 1010.68, 0
2018-09-10 00:02:55 +0800, BME280|BH1750FVI, 23.10, 100.00, 1010.64, 0
2018-09-10 00:03:02 +0800, BME280|BH1750FVI, 23.08, 100.00, 1010.64, 0
2018-09-10 00:03:10 +0800, BME280|BH1750FVI, 23.07, 100.00, 1010.69, 0
2018-09-10 00:03:17 +0800, BME280|BH1750FVI, 23.05, 100.00, 1010.63, 0
2018-09-10 00:03:24 +0800, BME280|BH1750FVI, 23.04, 100.00, 1010.60, 0
