DateTime, Sensor, Temperature (Celcius), Relative Humidity (%), Pressure (hPa), Light (lx)
2017-07-18 00:00:06 +0800, BME280|BH1750FVI, 31.50, 66.22, 1012.929, 0
2017-07-18 00:00:13 +0800, BME280|BH1750FVI, 31.47, 66.33, 1012.912, 0
2017-07-18 00:00:20 +0800, BME280|BH1750FVI, 31.42, 66.47, 1012.917, 0
2017-07-18 00:00:27 +0800, BME280|BH1750FVI, 31.40, 66.62, 1012.903, 0
2017-07-18 00:00:35 +0800, BME280|BH1750FVI, 31.39, 66.67, 1012.909, 0
2017-07-18 00:00:42 +0800, BME280|BH1750FVI, 31.41, 66.64, 1012.917, 0
2017-07-18 00:00:49 +0800, BME280|BH1750FVI, 31.41, 66.64, 1012.928, 0
2017-07-18 00:00:56 +0800, BME280|BH1750FVI, 31.37, 66.79, 1012.932, 0
2017-07-18 00:01:03 +0800, BME280|BH1750FVI, 31.35, 66.86, 1012.888, 0
2017-07-18 00:01:10 +0800, BME280|BH1750FVI, 31.34, 66.95, 1012.904, 0
2017-07-18 00:01:17 +0800, BME280|BH1750FVI, 31.37, 66.86, 1012.911, 0
2017-07-18 00:01:25 +0800, BME280|BH1750FVI, 31.41, 66.73, 1012.905, 0
2017-07-18 00:01:32 +0800, BME280|BH1750FVI, 31.39, 66.79, 1012.920, 0
2017-07-18 00:01:39 +0800, BME280|BH1750FVI, 31.39, 66.79, 1012.910, 0
2017-07-18 00:01:46 +0800, BME280|BH1750FVI, 31.34, 66.94, 1012.886, 0
2017-07-18 00:01:53 +0800, BME280|BH1750FVI, 31.38, 66.77, 1012.929, 0
2017-07-18 00:02:00 +0800, BME280|BH1750FVI, 31.39, 66.80, 1012.898, 0
2017-07-18 00:02:07 +0800, BME280|BH1750FVI, 31.41, 66.80, 1012.894, 0
2017-07-18 00:02:14 +0800, BME280|BH1750FVI, 31.42, 66.77, 1012.884, 0
2017-07-18 00:02:22 +0800, BME280|BH1750FVI, 31.40, 66.82, 1012.887, 0
2017-07-18 00:02:29 +0800, BME280|BH1750FVI, 31.34, 66.95, 1012.894, 0
2017-07-18 00:02:36 +0800, BME280|BH1750FVI, 31.37, 66.94, 1012.874, 0
2017-07-18 00:02:43 +0800, BME280|BH1750FVI, 31.40, 65.79, 1012.881, 0
2017-07-18 00:02:50 +0800, BME280|BH1750FVI, 31.41, 66.38, 1012.900, 0
2017-07-18 00:02:57 +0800, BME280|BH1750FVI, 31.39, 66.72, 1012.909, 0
2017-07-18 00:03:04 +0800, BME280|BH1750FVI, 31.44, 65.96, 1012.874, 0
2017-07-18 00:03:12 +0800, BME280|BH1750FVI, 31.44, 66.47, 1012.908, 0
2017-07-18 00:03:19 +0800, BME280|BH1750FVI, 31.35, 66.92, 1012.872, 0
2017-07-18 00:03:26 +0800, BME280|BH1750FVI, 31.37, 66.96, 1012.915, 0
2017-07-18 00:03:33 +0800, BME280|BH1750FVI, 31.29, 67.15, 1012.883, 0
2017-07-18 00:03:40 +0800, BME280|BH1750FVI, 31.23, 67.33, 1012.891, 0
2017-07-18 00:03:47 +0800, BME280|BH1750FVI, 31.19, 67.42, 1012.875, 0
2017-07-18 00:03:54 +0800, BME280|BH1750FVI, 31.18, 67.02, 1012.837, 0
2017-07-18 00:04:01 +0800, BME280|BH1750FVI, 31.27, 65.51, 1012.856, 0
2017-07-18 00:04:09 +0800, BME280|BH1750FVI, 31.29, 65.67, 1012.861, 0
2017-07-18 00:04:16 +0800, BME280|BH1750FVI, 31.26, 66.28, 1012.853, 0
2017-07-18 00:04:23 +0800, BME280|BH1750FVI, 31.23, 66.40, 1012.865, 0
2017-07-18 00:04:30 +0800, BME280|BH1750FVI, 31.20, 66.04, 1012.859, 0
2017-07-18 00:04:37 +0800, BME280|BH1750FVI, 31.19, 66.58, 1012.880, 0
2017-07-18 00:04:44 +0800, BME280|BH1750FVI, 31.21, 65.86, 1012.883, 0
2017-07-18 00:04:51 +0800, BME280|BH1750FVI, 31.22, 65.80, 1012.854, 0
2017-07-18 00:04:58 +0800, BME280|BH1750FVI, 31.28, 65.63, 1012.858, 0
2017-07-18 00:05:06 +0800, BME280|BH1750FVI, 31.34, 65.84, 1012.869, 0
2017-07-18 00:05:13 +0800, BME280|BH1750FVI, 31.38, 66.07, 1012.875, 0
2017-07-18 00:05:20 +0800, BME280|BH1750FVI, 31.38, 66.59, 1012.870, 0
2017-07-18 00:05:27 +0800, BME280|BH1750FVI, 31.33, 66.84, 1012.864, 0
2017-07-18 00:05:34 +0800, BME280|BH1750FVI, 31.36, 65.79, 1012.855, 0
2017-07-18 00:05:41 +0800, BME280|BH1750FVI, 31.45, 64.88, 1012.861, 0
2017-07-18 00:05:48 +0800, BME280|BH1750FVI, 31.50, 64.72, 1012.860, 0
2017-07-18 00:05:56 +0800, BME280|BH1750FVI, 31.49, 65.70, 1012.892, 0
2017-07-18 00:06:03 +0800, BME280|BH1750FVI, 31.42, 66.25, 1012.864, 0
2017-07-18 00:06:10 +0800, BME280|BH1750FVI, 31.33, 66.63, 1012.838, 0
2017-07-18 00:06:17 +0800, BME280|BH1750FVI, 31.32, 66.68, 1012.856, 0
2017-07-18 00:06:24 +0800, BME280|BH1750FVI, 31.31, 66.70, 1012.832, 0
2017-07-18 00:06:31 +0800, BME280|BH1750FVI, 31.33, 66.57, 1012.815, 0
